[8, 'off'] [9, 'off'] [10, 'on'] [6, 'on'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'off'] [11, 'off']	0.991035916126	[1, 4, 0, 2, 5, 1, 1]
[1, 'off'] [3, 'off'] [5, 'off'] [9, 'on'] [10, 'on'] [6, 'off'] [4, 'on'] [11, 'off']	0.99202794407	[0, 4, 0, 1, 5, 1, 1]
[1, 'off'] [3, 'off'] [5, 'off'] [9, 'on'] [10, 'on'] [6, 'on'] [5, 'off'] [2, 'off']	0.99202794407	[1, 2, 0, 3, 4, 0, 1]
[2, 'off'] [3, 'on'] [5, 'off'] [9, 'on'] [10, 'on'] [6, 'off'] [4, 'on'] [11, 'off']	0.99202794407	[2, 2, 0, 3, 4, 1, 0]
[2, 'off'] [3, 'on'] [5, 'off'] [9, 'on'] [10, 'on'] [6, 'on'] [5, 'off'] [2, 'off']	0.99202794407	[2, 2, 0, 4, 2, 0, 2]
[8, 'off'] [9, 'off'] [10, 'on'] [6, 'on'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'on']	0.99202794407	[3, 2, 0, 3, 4, 0, 1]
[12, 'off'] [10, 'off'] [6, 'on'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'off'] [11, 'off']	0.99202794407	[4, 2, 0, 4, 2, 0, 2]
[2, 'off'] [3, 'on'] [5, 'off'] [9, 'on'] [10, 'on'] [6, 'off'] [4, 'off']	0.993020965035	[0, 0, 0, 3, 3, 0, 1]
[12, 'off'] [10, 'off'] [6, 'on'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'on']	0.993020965035	[1, 2, 0, 2, 4, 1, 0]
[12, 'off'] [10, 'off'] [6, 'on'] [5, 'on'] [9, 'on'] [10, 'off'] [11, 'off']	0.993020965035	[3, 0, 0, 3, 3, 0, 1]
[1, 'off'] [3, 'off'] [5, 'off'] [9, 'on'] [10, 'off'] [11, 'off']	0.994014980015	[1, 0, 0, 1, 4, 0, 1]
[2, 'off'] [3, 'on'] [5, 'off'] [9, 'on'] [10, 'off'] [11, 'off']	0.994014980015	[1, 2, 0, 1, 4, 1, 0]
[7, 'off'] [6, 'off'] [5, 'off'] [2, 'on'] [3, 'off'] [4, 'on']	0.994014980015	[1, 2, 0, 2, 3, 0, 1]
[8, 'off'] [9, 'off'] [10, 'on'] [6, 'off'] [4, 'on'] [11, 'off']	0.994014980015	[2, 0, 0, 2, 2, 0, 2]
[8, 'off'] [9, 'off'] [10, 'on'] [6, 'on'] [5, 'on'] [9, 'off']	0.994014980015	[2, 0, 0, 3, 3, 0, 0]
[8, 'off'] [9, 'off'] [10, 'on'] [6, 'off'] [4, 'off']	0.995009990005	[0, 2, 0, 1, 3, 0, 1]
[12, 'off'] [10, 'off'] [6, 'off'] [4, 'on'] [11, 'off']	0.995009990005	[2, 0, 0, 1, 4, 0, 0]
[12, 'off'] [10, 'off'] [6, 'on'] [5, 'off'] [2, 'off']	0.995009990005	[2, 2, 0, 1, 3, 0, 1]
[1, 'off'] [3, 'off'] [5, 'off'] [9, 'off']	0.996005996001	[1, 0, 0, 0, 3, 0, 1]
[1, 'off'] [3, 'off'] [5, 'on'] [2, 'off']	0.996005996001	[1, 0, 0, 0, 4, 0, 0]
[1, 'off'] [3, 'on'] [4, 'off'] [11, 'off']	0.996005996001	[1, 0, 0, 1, 3, 0, 0]
[2, 'off'] [3, 'off'] [4, 'off'] [11, 'off']	0.996005996001	[1, 2, 0, 1, 2, 0, 1]
[2, 'off'] [3, 'on'] [5, 'off'] [9, 'off']	0.996005996001	[2, 0, 0, 0, 4, 0, 0]
[2, 'off'] [3, 'on'] [5, 'on'] [2, 'off']	0.996005996001	[2, 2, 0, 0, 2, 0, 2]
[7, 'off'] [6, 'off'] [5, 'off'] [2, 'off']	0.996005996001	[2, 2, 0, 0, 3, 0, 1]
[7, 'off'] [6, 'off'] [5, 'on'] [9, 'off']	0.996005996001	[3, 0, 0, 1, 2, 0, 1]
[8, 'off'] [9, 'off'] [10, 'off'] [11, 'off']	0.996005996001	[3, 2, 0, 1, 2, 0, 1]
[12, 'off'] [10, 'off'] [6, 'off'] [4, 'off']	0.996005996001	[4, 2, 0, 2, 0, 0, 2]
[2, 'off'] [3, 'off'] [4, 'on']	0.997002999	[0, 0, 0, 1, 1, 0, 1]
[7, 'off'] [6, 'on'] [4, 'off']	0.997002999	[1, 0, 0, 1, 2, 0, 0]
[12, 'off'] [10, 'on'] [11, 'off']	0.997002999	[3, 0, 0, 1, 1, 0, 1]
[8, 'off'] [9, 'on']	0.998001	[2, 0, 0, 1, 1, 0, 0]
[1, 'on']	0.999	[0, 0, 1, 1, 0, 0, 0]
[2, 'on']	0.999	[0, 1, 1, 1, 0, 0, 0]
[7, 'on']	0.999	[2, 1, 1, 1, 0, 0, 0]
[8, 'on']	0.999	[4, 0, 0, 0, 0, 1, 0]
[12, 'on']	0.999	[4, 1, 1, 1, 0, 0, 0]
